Sample,red,green,blue,black,Material,Predicted_Label
2021_Sep_01_SR-3501_SN19387Q4__00335.sed,59.64501726953642,43.408518065868,39.18773452812317,114.6905311293898,4.0,4
1503,58.073167241660656,42.315411610209495,38.33271315338472,111.73485963298512,2.0,2
28,30.638578423249385,15.444682430677052,12.807354259666846,53.36121724365552,9.0,9
3593,55.22870305497258,40.053086787304174,36.09381818429063,104.73660175450554,8.0,8
2021_Sep_01_SR-3501_SN19387Q4__00999.sed,45.16457137826188,32.90531729454878,30.00708966365073,83.15742491537992,6.0,6
5058,58.17531354435725,42.36389172490942,38.3750826708276,112.21287072236844,9.0,9
203,30.729726427992567,22.35039025212254,20.177943906718653,59.32765099774112,2.0,2
1537,58.552056759510606,42.652559712155465,38.60699122955887,112.96048517903344,9.0,9
3477,56.18242325842076,40.87739604425602,36.92761320214901,108.0569439199573,9.0,9
2021_Aug_31_SR-3501_SN19387Q4__00544.sed,58.67357479345012,42.62682767223646,38.49356354358862,112.26348475068971,3.0,3
2021_Sep_01_SR-3501_SN19387Q4__00419.sed,57.26086400704376,41.569602712619,37.446832336844736,109.31931972107888,5.0,5
1193,58.47623652716456,42.48535785494043,38.24395345569317,112.010099794595,7.0,7
2021_Aug_30_SR-3501_SN19387Q4__00322.sed,53.68153605804353,38.59851160943894,34.83235346575381,99.64672281993262,1.0,1
2021_Aug_31_SR-3501_SN19387Q4__00416.sed,59.716201082764925,43.46398401341868,39.24819070687148,114.8895277679953,0.0,0
4651,57.13994457615407,41.50564153151271,37.38996552908925,109.01223808519536,2.0,2
534,29.49500670187163,20.738463364019672,17.899765854519842,53.26989517331615,8.0,8
1512,58.24938422286653,42.43875527914246,38.43307452841943,112.4901511541612,9.0,9
5350,56.58289133395784,41.10539667630251,37.05168700660789,107.86329232012804,8.0,8
5185,57.56436812232384,41.83659904820275,37.69783228717562,110.2799080524874,2.0,2
2025,57.82375777324173,42.09230963989141,38.1246805284694,111.32382751724926,7.0,7
2021_Sep_01_SR-3501_SN19387Q4__00875.sed,51.7851472272882,37.11245995893049,32.97893885502968,95.51494721267058,6.0,6
2873,58.04024365876332,42.2269562467163,38.189601011318686,111.52554670895664,7.0,7
5360,49.978834825100094,36.22695608998172,32.52874960721384,95.38209559489712,7.0,7
2265,59.52034817670307,43.32396735715919,39.13792431957181,114.54678850776308,9.0,9
5072,59.278675832850645,43.146547069544944,38.98558539680468,114.015592457307,9.0,9
2021_Sep_01_SR-3501_SN19387Q4__00429.sed,57.545592078787536,41.77060047055687,37.63629253570575,109.79826963390305,5.0,5
2021_Sep_01_SR-3501_SN19387Q4__01030.sed,49.67287721089572,35.81854391600939,32.639776689911784,91.18391232431976,6.0,6
4430,51.20555534151542,37.14216736147248,33.40224311490011,97.64326976569232,2.0,2
2021_Sep_01_SR-3501_SN19387Q4__00655.sed,57.380638181714986,41.656425504951386,37.523492629281264,109.45486361134628,5.0,5
2021_Sep_01_SR-3501_SN19387Q4__00431.sed,57.684388728779176,41.86522040248438,37.72618010729798,110.0414104848196,5.0,5
3008,38.58580856464245,28.316688649903035,27.20096164886865,79.12493910460866,8.0,8
2384,57.58245240990279,41.84617529348748,37.690790864069385,110.32164966047874,2.0,2
2021_Sep_01_SR-3501_SN19387Q4__00138.sed,59.71438662020245,43.430711194829335,39.21640623611239,114.79663450572744,4.0,4
2021_Sep_01_SR-3501_SN19387Q4__00905.sed,53.99821807402631,38.62478995199847,34.49411003732543,99.76338243978518,6.0,6
4705,48.84626300323776,35.348528672639446,31.620917888555507,91.196140704415,8.0,8
2021_Sep_01_SR-3501_SN19387Q4__00321.sed,59.61615770035408,43.39577503993818,39.17454413075672,114.65028682310287,4.0,4
4186,47.0929385620999,34.01836118747448,30.754668762542813,89.4863158337326,8.0,8
3606,52.93643285658654,38.36056802505561,34.47815646495275,100.63230100735144,8.0,8
2488,55.93138079017323,40.62127405291701,36.58523011634624,106.61098581548129,8.0,8
4388,59.37874156169376,43.217358525802375,39.02510824076917,114.19808943450371,9.0,9
2177,56.78638764153625,41.39120175009867,37.59516500036185,109.47703280035924,2.0,2
2021_Sep_01_SR-3501_SN19387Q4__00994.sed,44.22609446997789,32.26967706668709,29.436497495431382,81.54256371806966,6.0,6
1474,51.7106440824291,37.91338339697827,34.97463110761205,102.00089896646364,2.0,2
3641,57.65632078462511,41.895613723851845,37.74076723441454,110.47750888062136,2.0,2
1951,46.56597510176704,33.40496478042227,29.52622483726817,86.86349698217654,7.0,7
5030,59.24735518123435,43.121091238501634,38.96231984386398,113.97209591766838,9.0,9
2021_Aug_30_SR-3501_SN19387Q4__00032.sed,57.00592920413436,41.170154407326535,36.81619181573432,107.935296885887,1.0,1
4050,59.48529734850949,43.29620316905522,39.1104366551648,114.45039891534232,9.0,9
2021_Aug_31_SR-3501_SN19387Q4__00756.sed,57.97220229431149,42.15059865085428,38.05061483222951,110.84806299564944,3.0,3
2021_Aug_31_SR-3501_SN19387Q4__00556.sed,59.00668448008438,42.84638843590817,38.70516687765479,112.97420287533195,3.0,3
2021_Sep_01_SR-3501_SN19387Q4__00650.sed,57.23903924693545,41.5628290612062,37.43736082867385,109.23387394288372,5.0,5
2021_Aug_31_SR-3501_SN19387Q4__00728.sed,57.417562044363095,41.790532471071465,37.72543057716473,110.06233061211589,3.0,3
5110,59.259655834513566,43.12613247678449,38.94420968704854,113.91127700897354,9.0,9
3570,54.95227395123872,39.86493194465546,35.8046530103878,104.96153704350615,7.0,7
2172,56.27805578249068,41.01746260065802,37.28496752808896,108.63986989291148,2.0,2
2021_Sep_01_SR-3501_SN19387Q4__00261.sed,59.463492752808335,43.29563094884402,39.08184286919047,114.47618637672184,4.0,4
2021_Sep_01_SR-3501_SN19387Q4__00545.sed,56.88163324673632,41.26999838389648,37.22692927020623,108.39793490714544,5.0,5
3048,59.50775333322522,43.31569245819502,39.13166910186924,114.53526502658042,9.0,9
2021_Aug_31_SR-3501_SN19387Q4__00206.sed,55.21691084575315,39.92925339728389,36.41052777099095,103.97841888875206,2.0,2
299,44.19844223570209,31.51831852697613,27.634123037015744,81.2265484269846,9.0,9
4117,58.48521337892487,42.55551923036198,38.52064417909328,112.32037778067487,7.0,7
1491,57.13527341097042,41.65684692144846,37.82296421617227,110.32662897677308,2.0,2
4225,58.54291593694144,42.5363843598802,38.30655314337125,112.19846685311585,7.0,7
4652,46.29357154494112,33.35650331407972,29.77801006930549,86.87146657054353,2.0,2
2021_Aug_31_SR-3501_SN19387Q4__00172.sed,50.21779083327175,36.7533869870731,33.634248923535694,94.91871436880494,2.0,2
2021_Sep_01_SR-3501_SN19387Q4__00433.sed,57.68457419621154,41.86536197437788,37.72663325748319,110.04086871713824,5.0,5
3176,57.00085895626757,41.37380408487613,37.19871707584577,108.72778143099306,2.0,2
870,31.280161767369474,22.19079757317773,19.263708417162007,56.332359554775024,8.0,8
4280,53.21344443711915,38.53074632623985,34.51219285270023,101.19738574428231,7.0,7
2021_Aug_31_SR-3501_SN19387Q4__00523.sed,58.16145504918511,42.304768442773394,38.19083747500928,111.34481102391584,3.0,3
2393,57.70346415991591,41.94382159608559,37.784198337416825,110.52558270048542,2.0,2
3028,59.53527426213292,43.33313522974876,39.13758798023663,114.54072942985384,9.0,9
2021_Sep_01_SR-3501_SN19387Q4__00098.sed,59.66017299457377,43.41752363331273,39.20079847900894,114.7410041433178,4.0,4
2090,49.51619065343694,36.16519149040808,33.386896766218555,96.02359748644729,8.0,8
4170,53.59383742013149,38.90367318045507,35.09004078650379,102.10620330709308,8.0,8
1341,48.35677912904487,35.277922484065115,32.284687574446096,92.60950539517803,8.0,8
3601,41.36400109256434,29.79392135838918,26.711030566555056,78.20665058319987,8.0,8
3659,50.4015958740263,36.60900033232543,33.04598179004675,96.55914540448616,2.0,2
2021_Aug_31_SR-3501_SN19387Q4__00691.sed,56.26956746705963,40.940902895483234,36.94748478285828,108.22334653147166,3.0,3
2021_Sep_01_SR-3501_SN19387Q4__00428.sed,57.546151375963376,41.771273445945454,37.6375697510143,109.80108402556291,5.0,5
2021_Sep_01_SR-3501_SN19387Q4__00462.sed,58.62227769382403,42.49546892673671,38.34442166956892,111.88761477787274,5.0,5
565,42.62736733658794,30.67331781426353,27.44753503006009,80.77591402832937,2.0,2
2021_Sep_01_SR-3501_SN19387Q4__00729.sed,57.9423524817516,41.8758990858898,37.41105049418001,110.04768258533856,6.0,6
334,41.47224802887805,29.84440693473728,26.45039911780585,78.48512334772245,9.0,9
4028,53.28949595801432,38.914534351239794,35.69589729346991,102.39798378746464,8.0,8
3608,53.54867522605791,38.83021952379562,34.923796491371675,101.95377018778834,8.0,8
2021_Aug_30_SR-3501_SN19387Q4__00078.sed,58.319047232850096,42.174512883198354,37.883030421100166,110.82817109631064,1.0,1
500,54.29648378101084,39.51153380908447,35.713557003143265,105.83272537001396,9.0,9
1549,59.5723603518609,43.367087351065344,39.17647537265819,114.6607194823921,9.0,9
2021_Aug_30_SR-3501_SN19387Q4__00226.sed,57.691836291040914,41.57433653919395,37.53577393085906,109.10482996550316,1.0,1
3742,43.81280999982864,31.487576496931467,27.90988489521686,81.25302773994177,8.0,8
928,48.16323635242108,34.757330906864034,31.05760682081945,90.8446619009024,2.0,2
3196,57.74202123413694,41.88855190826137,37.63595332567815,110.23095635275796,7.0,7
5196,57.76886025256852,41.98086911783375,37.815239640179605,110.543323992804,2.0,2
4296,58.69205424978046,42.65955863755093,38.42962760701879,112.48685998584205,7.0,7
5203,47.47607946373,34.44139875966224,31.00555471053553,90.76656974954474,2.0,2
1337,46.02199153665758,33.556461240787584,30.86855277416896,88.56535394016417,8.0,8
2021_Aug_31_SR-3501_SN19387Q4__00500.sed,57.69496302826155,41.989929162975,37.90442070584797,110.59062075401366,3.0,3
2292,52.53222884212352,38.134844259429215,34.30745546558353,100.5430150831069,7.0,7
2190,57.77681587861789,42.09070419998045,38.158175025670296,111.04878444953336,2.0,2
2063,49.71422521046422,36.20978637492467,32.97686830616331,94.6021218320605,8.0,8
3858,50.63283895707736,37.060316793242535,34.19657167744833,99.91004918405724,2.0,2
3653,58.42353359147574,42.46522902616962,38.272729876825935,111.86989667670764,2.0,2
294,13.204678116789385,9.898682651886096,9.497408973583394,27.209761325390964,5.0,5
2892,50.91933208230442,37.259847286043374,34.314606561967025,100.43594856529452,2.0,2
2241,59.54472804501504,43.340442608895046,39.144823594899535,114.57303155245812,9.0,9
3635,47.45559410041838,34.43603001288143,31.06396199372798,90.78203584529362,2.0,2
905,46.21046097431153,33.26306457523374,29.64600006694339,86.66414268846549,2.0,2
2021_Aug_30_SR-3501_SN19387Q4__00310.sed,49.9484754499388,36.05729729487785,32.418813781981726,92.00162685257666,1.0,1
929,48.1573254741556,34.75381444026387,31.060478552290142,90.8425404836841,2.0,2
4923,57.582672518895,41.93442263261844,38.01204123148985,110.5770923630944,2.0,2
4230,58.46904395000404,42.48803962016072,38.26403277452789,112.02837166298676,7.0,7
3001,53.39677537996474,38.95787212128627,35.70566047424397,102.45688230175402,8.0,8
4308,53.12913951210761,38.48456424446844,34.4842826274956,101.09888127035288,7.0,7
554,28.638527953420454,20.383094693769586,18.81305930736817,53.6814696912876,8.0,8
3723,57.75750409715343,41.917610388376055,37.693067337973005,110.24659465318808,7.0,7
3763,31.252618667118824,22.12260799647194,19.16430619047724,56.19201550186287,8.0,8
2008,58.48844053030615,42.55445628243073,38.50412376385131,112.29953666149191,7.0,7
4060,59.52791138974104,43.32543419932206,39.13637028807258,114.50263430748646,9.0,9
1432,58.016283047949045,42.239507366096014,38.24689368274149,111.66231762622922,7.0,7
5077,59.145544481321735,43.05265706665372,38.89257925448455,113.70990147769156,9.0,9
583,47.18241095199767,33.84065998296892,29.952438832856146,89.20463836999974,7.0,7
5032,59.24294838018196,43.11948284020872,38.967142501914566,113.97407580696458,9.0,9
635,37.30084665258508,26.77382751451315,24.87897530049524,73.03488426276414,8.0,8
4236,58.63316041195495,42.62082472321481,38.4044329451924,112.39254036184788,7.0,7
3143,59.60706586457865,43.37880244976419,39.16273411147038,114.66020068318328,9.0,9
4896,53.36491770547647,38.95818224920539,35.67924225642895,102.42275502621854,8.0,8
2021_Aug_31_SR-3501_SN19387Q4__00485.sed,57.400188774509886,41.77380121058676,37.706980389474765,110.11037272981012,3.0,3
2021_Aug_31_SR-3501_SN19387Q4__00074.sed,51.43541829902631,37.20770624695919,34.18929186708394,95.75217204205566,2.0,2
2021_Aug_31_SR-3501_SN19387Q4__00251.sed,41.88239721415974,30.8827917863968,28.64311435802821,80.32335766235565,2.0,2
2021_Aug_31_SR-3501_SN19387Q4__00424.sed,59.72320547556224,43.4668293522175,39.250191034102656,114.89436271755488,0.0,0
5126,59.08098794689307,42.99697174360506,38.83272958474564,113.62289409546068,9.0,9
2021_Sep_01_SR-3501_SN19387Q4__00638.sed,56.88160942375473,41.31290995899339,37.20514592365227,108.65684729112655,5.0,5
2021_Sep_03_SR-3501_SN19387Q4__00190.sed,59.74992075321783,43.47708613265932,39.25898088266345,114.92759223881392,0.0,0
2021_Aug_31_SR-3501_SN19387Q4__00537.sed,58.53267055391736,42.53805740039245,38.409864373500255,111.9937226928958,3.0,3
2021_Aug_31_SR-3501_SN19387Q4__00099.sed,54.62143904002865,39.26511346416672,35.95958760764711,102.14266535263188,2.0,2
2021_Aug_30_SR-3501_SN19387Q4__00347.sed,58.15420497677209,41.9472202106859,37.98391250667144,110.38555076685029,1.0,1
2021_Sep_01_SR-3501_SN19387Q4__00220.sed,59.57198284590093,43.36710809963384,39.15281874129336,114.57158065409268,4.0,4
4216,44.86453437567107,32.31540431246384,28.961794802244864,84.62875450993971,8.0,8
2021_Sep_01_SR-3501_SN19387Q4__00892.sed,53.05710931977246,37.98790082339292,33.84455377257062,97.89083901030246,6.0,6
5052,58.14280641598273,42.34110650945749,38.359799427062725,112.15058056686752,9.0,9
3577,52.61793515150358,38.07468839876438,34.23258979480549,99.92741520355456,8.0,8
2021_Sep_01_SR-3501_SN19387Q4__00670.sed,58.02006526508786,42.08366717834247,37.93292421395032,110.61444787409349,5.0,5
2021_Aug_31_SR-3501_SN19387Q4__00021.sed,44.05848810980684,32.30763849422656,29.96923500708656,83.83585603957421,2.0,2
4099,53.25439272358352,38.81513689157807,35.44197773574551,103.43073712041767,7.0,7
2021_Aug_31_SR-3501_SN19387Q4__00280.sed,48.42402459727266,35.53364089062083,32.55512293073584,91.8552744476318,2.0,2
3709,57.266758500979066,41.53300074173211,37.30782478120325,109.24518584996376,7.0,7
2021_Sep_01_SR-3501_SN19387Q4__00884.sed,52.68986204682403,37.74142037465519,33.60081707217003,97.2044402238684,6.0,6
1297,56.12699042012811,40.80493365273962,36.84067161908908,107.79834355733306,9.0,9
4396,57.39696543619482,41.74694570474374,37.683144917135934,110.2850312410678,9.0,3
2541,58.58371406550829,42.59147161749671,38.37949229075304,112.3625794277827,7.0,7
2021_Sep_01_SR-3501_SN19387Q4__00965.sed,35.28600256270134,25.83349764065693,23.796802872962,64.63220883754536,6.0,6
1529,59.58787165197246,43.37459256078527,39.17769346403131,114.64168084331004,9.0,9
2021_Aug_31_SR-3501_SN19387Q4__00524.sed,58.16142269577036,42.30454472262536,38.19080982811265,111.34516401292942,3.0,3
348,36.73424557844993,26.97970812631569,25.359284535503008,71.81331445907142,2.0,2
2021_Sep_01_SR-3501_SN19387Q4__00577.sed,58.37256253463343,42.28664024516951,38.19909588127595,111.2834304187154,5.0,5
4453,58.240235374152576,42.3324853364968,38.14253581512773,111.4655462175034,2.0,2
3451,55.56078687659797,40.41327950990134,36.50128748933201,106.80888404686272,9.0,9
2021_Sep_01_SR-3501_SN19387Q4__00140.sed,59.714273980439415,43.43062104632758,39.2161553379525,114.7953176136161,4.0,4
861,48.19324471198264,34.84257728179746,31.07068448969876,89.72630709678418,8.0,8
5098,59.20169006034831,43.08047650273251,38.89834855003967,113.82359536001104,9.0,9
2021_Sep_01_SR-3501_SN19387Q4__00310.sed,59.58150186699882,43.38095275497422,39.16175087653533,114.62213265654748,4.0,4
3511,55.7809380302269,40.58077289334972,36.64883159947611,107.2677339697974,9.0,9
4420,57.8741936602392,42.03597721184815,37.82376129478026,110.6615132241541,2.0,2
2021_Aug_30_SR-3501_SN19387Q4__00067.sed,58.03701533690679,41.969880960859385,37.66145766999054,110.20181879276598,1.0,1
2074,35.2649986704016,25.663767552301582,24.18690790464792,69.75105127913703,8.0,8
4831,57.8974996709556,42.147244999054585,38.15206733218665,111.27609886994014,7.0,7
2021_Aug_30_SR-3501_SN19387Q4__00121.sed,35.60058051328482,25.51425510290593,22.48988648383349,65.39953751740902,1.0,1
5205,46.68988501007605,33.8405743536201,30.414793573734705,89.09126070832039,2.0,2
2021_Sep_01_SR-3501_SN19387Q4__00671.sed,58.24538000430974,42.23515906655503,38.08174667293943,111.0673359197834,5.0,5
2021_Aug_31_SR-3501_SN19387Q4__00448.sed,59.746584475539066,43.47434093703301,39.25585653631589,114.92000993679667,0.0,0
871,31.27212382179871,22.1858454386186,19.26497743323269,56.32641916517935,8.0,8
2827,53.65434080253589,39.16172399626949,35.846856111786664,104.5176404401275,7.0,7
1088,58.42332052738985,42.44399843811635,38.20532249254828,111.9294186699334,7.0,7
2021_Sep_01_SR-3501_SN19387Q4__00265.sed,59.467062436685694,43.29816784241432,39.08443983605631,114.48305102734734,4.0,4
4646,56.141834632946086,40.75163038338096,36.65910016868985,106.94061744788944,2.0,2
2021_Sep_03_SR-3501_SN19387Q4__00186.sed,59.75140265351518,43.47820893888927,39.26003601438606,114.93073914533396,0.0,0
2021_Sep_01_SR-3501_SN19387Q4__01049.sed,53.77253119102079,38.53435543714068,35.11329180421602,99.69629957182366,6.0,6
2021_Aug_30_SR-3501_SN19387Q4__00252.sed,35.63092594515041,25.549063485205057,22.523126538019355,63.83888066674267,1.0,1
5081,58.0741861933958,42.29868785721427,38.32493578590225,112.04152721005268,9.0,9
3663,49.76810661588581,36.130725887455725,32.565432354502846,95.21841357672184,2.0,2
2021_Sep_01_SR-3501_SN19387Q4__00400.sed,56.7356943769589,41.165927868182656,37.06140137334863,108.36601567898936,5.0,5
3910,51.62774690992676,37.81713100386952,34.85928234462003,101.85616265556962,2.0,2
4185,48.45666037080943,35.07267579422926,31.74216089965637,92.378541830509,8.0,8
545,44.21392744378355,31.82660030898828,28.482170998661264,83.84041305248545,2.0,2
2021_Aug_31_SR-3501_SN19387Q4__00801.sed,59.16526381111444,42.9086090154549,38.77845419246985,113.24286303416366,3.0,3
4808,53.49386250764052,38.99453082545327,35.63428512773261,103.80403419694736,7.0,7
4869,33.45917439223838,24.221976051062647,22.789507338026432,65.85813022172817,8.0,8
1094,58.51817832999524,42.52711798551023,38.30055798444608,112.15707286724955,7.0,7
4763,59.21407733869948,43.08057895742131,38.88926152254176,113.77461041782904,9.0,9
3527,59.40766221728212,43.24567076569213,39.06688459464285,114.30064389292548,9.0,9
2021_Sep_01_SR-3501_SN19387Q4__00030.sed,59.61275684500213,43.390338545558,39.18036554564026,114.74801914944804,4.0,4
